date,open_price,high_price,low_price,close_price,no_of_shares,no_of_trades,total_turnover
2025-03-24,406.0,412.8,405.7,410.95,1164303,20571,476671307.0
2025-03-21,406.0,407.4,401.75,405.8,522099,6924,210944350.0
2025-03-20,405.75,406.5,402.0,403.7,2721390,17086,1097129068.0
2025-03-19,410.7,410.7,402.45,403.05,2650156,18764,1076227666.0
2025-03-18,410.95,412.25,407.95,409.4,410113,11213,168313548.0
2025-03-17,413.1,416.2,407.1,407.8,148828,5230,61023747.0
2025-03-13,414.95,414.95,408.2,411.85,399896,6904,165021625.0
2025-03-12,406.3,413.05,404.1,412.1,284496,5183,116569624.0
2025-03-11,402.0,408.25,401.1,406.1,399281,11775,162244754.0
2025-03-10,403.75,406.85,400.6,405.05,248851,6969,100679921.0
2025-03-07,405.65,405.7,401.8,403.8,427101,13883,172450957.0
2025-03-06,409.75,409.75,400.6,405.75,621313,17387,250684830.0
2025-03-05,394.8,412.6,394.65,405.35,650331,15320,260703186.0
2025-03-04,396.95,397.3,393.0,394.85,462396,17935,182392676.0
2025-03-03,395.05,399.0,391.5,397.55,354089,10603,140525520.0
2025-02-28,399.8,402.4,392.35,394.7,267902,10216,105878298.0
2025-02-27,405.0,406.4,399.45,401.45,488193,13580,196059530.0
2025-02-25,402.85,406.8,400.55,404.85,793488,13492,320501623.0
2025-02-24,400.0,403.45,398.6,401.85,528020,18793,212221788.0
2025-02-21,402.1,403.4,399.45,401.0,457639,16188,183420578.0
2025-02-20,402.0,404.0,396.3,402.2,791621,26662,317773504.0
2025-02-19,407.8,408.85,404.5,406.5,170273,4218,69289211.0
2025-02-18,410.95,410.95,404.0,405.2,352879,7788,143469132.0
2025-02-17,408.55,411.25,406.65,408.5,579318,15129,236912915.0
2025-02-14,412.0,416.0,408.45,410.55,583071,8158,240391298.0
2025-02-13,409.9,413.8,409.05,409.8,495437,8994,203887906.0
2025-02-12,413.4,413.6,407.65,409.5,1028064,31213,421773126.0
2025-02-11,428.05,430.35,417.5,418.45,909665,37634,384074125.0
2025-02-10,427.0,433.25,426.6,427.3,541878,20280,232639956.0
2025-02-07,441.95,445.3,428.5,430.9,978539,33506,423118298.0
2025-02-06,450.1,450.1,438.25,441.4,857446,19628,379505592.0
2025-02-05,451.4,455.9,446.5,448.25,436026,15904,196641147.0
2025-02-04,458.05,459.9,448.85,455.5,538486,9995,244621692.0
2025-02-03,462.95,465.2,452.35,454.15,696173,9861,319160505.0
2025-02-01,448.0,471.3,439.5,462.45,1699032,29689,780607335.0
2025-01-31,436.85,448.25,435.05,447.55,1001119,19823,443850809.0
2025-01-30,433.3,437.9,431.6,436.6,486609,13714,211707987.0
2025-01-29,435.0,437.25,430.2,433.4,305168,7257,132304795.0
2025-01-28,440.85,441.7,434.35,435.25,864499,9655,378514164.0
2025-01-27,441.25,444.9,436.55,440.0,368947,11047,162446145.0
2025-01-24,437.95,444.9,437.95,441.5,417608,9885,184693876.0
2025-01-23,435.0,441.7,434.45,440.2,286292,13676,125923479.0
2025-01-22,439.9,441.9,436.8,437.05,288572,5730,126823662.0
2025-01-21,437.9,447.35,435.1,437.25,1842947,33223,812065515.0
2025-01-20,439.95,441.15,436.0,437.75,289884,4320,126917826.0
2025-01-17,433.85,441.6,432.5,440.15,162368,4118,71266113.0
2025-01-16,440.95,440.95,431.25,432.8,162620,5863,70409618.0
2025-01-15,437.0,441.8,435.45,437.2,347419,8849,152206634.0
2025-01-14,437.55,441.5,435.75,436.7,717707,19119,314395377.0
2025-01-13,437.95,444.0,435.0,439.05,574512,11079,253353953.0
2025-01-10,450.1,450.25,442.6,444.85,516146,12509,230368648.0
2025-01-09,449.85,460.5,446.3,450.15,684684,14412,310267556.0
2025-01-08,442.1,451.9,437.2,449.5,648715,16481,287214537.0
2025-01-07,445.05,447.9,440.3,441.1,334236,11376,147920343.0
2025-01-06,455.0,461.8,441.1,442.5,1491640,46987,670862314.0
2025-01-03,489.1,490.95,480.0,482.0,1105785,31416,534587946.0
2025-01-02,485.05,490.0,482.3,489.25,322081,10202,156560290.0
2025-01-01,487.9,487.9,482.25,483.9,511668,14174,248155236.0
2024-12-31,479.35,484.5,474.6,483.65,509467,13419,244295141.0
2024-12-30,480.05,481.4,476.2,477.1,502570,12896,240757564.0
2024-12-27,480.8,481.9,476.15,478.9,285554,7763,136816549.0
2024-12-26,480.95,481.7,475.9,476.85,183208,6502,87700911.0
2024-12-24,475.1,480.15,472.75,478.3,230775,5261,110160742.0
2024-12-23,468.3,477.5,467.7,474.2,375175,7160,177278955.0
2024-12-20,466.35,467.45,459.6,464.6,395256,11201,183334244.0
2024-12-19,468.85,474.1,465.15,466.35,873279,20845,409609631.0
2024-12-18,473.95,473.95,467.0,470.65,468245,15563,220302346.0
2024-12-17,469.35,475.85,463.15,469.85,467784,13733,219663667.0
2024-12-16,470.15,474.15,468.0,470.05,307780,11057,144732534.0
2024-12-13,460.0,474.35,451.6,470.15,531550,16611,247252165.0
2024-12-12,466.0,466.9,459.3,460.6,166824,5812,77149557.0
2024-12-11,467.0,468.15,464.8,465.2,380035,5026,177470921.0
2024-12-10,465.1,466.8,462.65,465.35,262422,12440,121906146.0
2024-12-09,471.25,471.95,463.05,465.1,736560,21739,344363660.0
2024-12-06,470.0,474.95,468.55,471.25,605033,12307,285800721.0
2024-12-05,468.4,472.6,462.6,467.55,1524118,16923,713475571.0
2024-12-04,473.45,478.25,466.75,467.25,269749,6201,127462340.0
2024-12-03,468.05,473.35,462.8,472.3,583333,10861,273240755.0
2024-12-02,476.0,479.45,473.3,477.15,316673,10497,150843518.0
2024-11-29,473.95,478.9,472.35,477.05,457132,10203,217630315.0
2024-11-28,477.95,483.65,470.95,475.2,299454,6692,142701569.0
2024-11-27,477.8,478.95,473.0,476.7,153727,3590,73151600.0
2024-11-26,479.8,482.55,474.1,476.85,248056,7726,118286456.0
2024-11-25,481.4,482.2,472.5,476.85,411807,11297,196615607.0
2024-11-22,456.75,476.6,455.45,475.05,614471,16663,287154008.0
2024-11-21,462.0,464.2,455.5,457.15,499703,21170,229396445.0
2024-11-19,467.8,473.65,466.45,467.35,217673,9765,102519981.0
2024-11-18,469.25,469.25,462.0,466.95,187892,7810,87338912.0
2024-11-14,470.55,472.75,462.1,465.85,517699,19652,241445225.0
2024-11-13,468.85,474.6,468.35,472.15,283859,7063,133896645.0
2024-11-12,476.75,477.95,471.3,472.7,309826,5627,147359228.0
2024-11-11,478.55,481.3,474.2,476.7,379405,10818,181570615.0
2024-11-08,477.95,480.75,474.65,478.2,647642,14216,309458037.0
2024-11-07,481.6,482.0,476.1,478.0,418188,15004,199934862.0
2024-11-06,481.0,484.2,478.2,481.3,4172577,5047,2003030010.0
2024-11-05,483.9,485.35,477.0,480.05,400614,14794,192383096.0
2024-11-04,492.9,492.9,479.6,484.7,663754,20011,320924850.0
2024-11-01,498.3,498.3,489.2,490.55,80679,4724,39653592.0
2024-10-31,493.55,493.55,485.0,488.5,585685,11353,286101843.0
2024-10-30,488.0,493.3,486.65,491.45,282625,9092,138651331.0
2024-10-29,485.0,489.4,481.35,487.95,297266,4312,144249339.0
2024-10-28,480.4,485.85,476.0,484.1,178613,5320,86064546.0
2024-10-25,475.95,493.5,474.5,482.1,1704180,35178,828840854.0
2024-10-24,482.95,482.95,470.0,471.85,551067,25137,261761520.0
2024-10-23,481.65,483.15,479.45,480.55,413185,5900,199032866.0
2024-10-22,483.65,488.25,480.75,481.7,435070,16060,210495172.0
2024-10-21,486.65,487.5,477.5,483.65,384452,6475,185919734.0
2024-10-18,488.9,491.3,478.35,486.65,521102,9075,252225697.0
2024-10-17,494.65,494.9,487.9,488.8,295948,13193,145234600.0
2024-10-16,497.0,498.9,492.45,493.2,355755,10307,176555461.0
2024-10-15,497.15,499.4,494.5,498.55,202364,4383,100733661.0
2024-10-14,491.25,498.9,488.6,496.85,406269,14138,200983164.0
2024-10-11,492.05,493.9,487.35,488.45,633660,13409,309921946.0
2024-10-10,495.7,495.7,489.55,492.0,757543,20769,373680536.0
2024-10-09,513.95,513.95,490.6,491.8,642674,14425,321278636.0
2024-10-08,510.5,512.5,506.0,507.9,419886,14982,213596731.0
2024-10-07,507.85,514.8,507.0,510.5,522787,12217,267218309.0
2024-10-04,510.0,517.35,501.6,503.45,1345060,29756,686793480.0
2024-10-03,509.4,515.65,508.2,513.0,817862,16716,418182614.0
2024-10-01,518.95,519.7,514.1,515.95,224738,9493,116013859.0
2024-09-30,522.35,524.25,514.1,518.1,410700,15448,213090365.0
2024-09-27,522.0,528.55,520.7,522.75,284058,7460,149003352.0
2024-09-26,517.45,523.75,516.95,522.7,404699,10578,210842866.0
2024-09-25,515.95,519.2,512.25,517.45,395164,9483,203983103.0
2024-09-24,516.35,517.95,514.3,515.3,134650,5732,69404553.0
2024-09-23,515.05,519.2,513.45,516.85,415807,16394,214916265.0
2024-09-20,510.05,517.25,507.75,514.9,2161854,35965,1110525379.0
2024-09-19,510.0,514.8,507.35,508.2,217365,5782,111235788.0
2024-09-18,508.0,512.35,505.25,507.05,234280,6572,119145283.0
2024-09-17,510.5,513.5,506.3,507.45,378669,11887,192604475.0
2024-09-16,515.1,516.0,510.0,512.1,263947,5036,135360106.0
2024-09-13,520.0,520.2,512.0,513.8,602527,10997,309501008.0
2024-09-12,514.5,520.4,508.7,519.05,561688,11487,289755045.0
2024-09-11,512.85,519.5,511.95,514.25,392039,11186,202495926.0
2024-09-10,512.75,514.9,508.85,513.45,384755,15134,197518430.0
2024-09-09,504.95,512.5,500.6,511.5,447936,10033,228098299.0
2024-09-06,512.0,512.0,497.5,501.65,805416,21555,404622238.0
2024-09-05,509.0,511.75,507.0,511.15,355392,11443,181280854.0
2024-09-04,502.95,508.1,500.3,506.65,184945,5109,93523805.0
2024-09-03,510.2,516.0,508.0,509.05,283878,6409,145504526.0
2024-09-02,503.8,512.85,503.8,509.9,590031,14623,301150191.0
2024-08-30,504.9,509.1,500.35,501.85,406575,11129,204467435.0
2024-08-29,499.9,507.65,497.4,504.95,352463,9646,177491520.0
2024-08-28,500.95,502.2,496.45,497.15,354259,11668,176744820.0
2024-08-27,507.15,507.5,500.3,500.6,418793,12260,210590700.0
2024-08-26,506.0,507.95,502.05,505.7,249861,9466,126465884.0
2024-08-23,504.05,506.5,500.05,505.7,734437,17556,370527749.0
2024-08-22,508.65,508.65,501.55,504.6,208879,8934,105497625.0
2024-08-21,500.7,508.4,498.9,505.3,558761,24098,282029602.0
2024-08-20,501.95,503.5,497.8,498.85,131253,4612,65646000.0
2024-08-19,505.95,509.35,499.45,501.15,321645,6059,162360529.0
2024-08-16,496.9,504.35,492.8,502.55,981207,15879,489879987.0
2024-08-14,492.75,498.95,490.0,491.9,155962,4043,76997917.0
2024-08-13,495.05,497.6,489.3,489.85,256260,8657,126251781.0
2024-08-12,492.2,499.9,492.2,494.35,289857,6338,144053562.0
2024-08-09,498.65,498.65,493.25,495.75,474013,11672,234762396.0
2024-08-08,494.55,497.95,492.55,494.05,378581,9310,187451041.0
2024-08-07,485.25,495.5,485.25,492.5,255650,6707,125867099.0
2024-08-06,485.15,491.65,484.1,485.2,697815,6655,339194854.0
2024-08-05,467.15,491.75,467.15,485.8,1743998,45487,847611555.0
2024-08-02,482.4,499.35,482.4,489.3,1919434,34376,942470140.0
2024-08-01,497.4,497.4,491.0,493.75,288795,6242,142457249.0
2024-07-31,494.8,498.0,490.4,495.05,777363,17597,383812882.0
2024-07-30,496.9,497.7,488.85,490.0,403506,8774,198665217.0
2024-07-29,508.95,508.95,494.05,495.9,903163,20344,450123610.0
2024-07-26,494.95,506.25,487.5,502.6,1028093,18249,512445052.0
2024-07-25,490.0,495.9,484.75,489.8,1151907,26682,564803918.0
2024-07-24,496.9,510.6,490.65,494.05,1556212,36310,778532785.0
2024-07-23,467.05,497.5,466.55,492.05,1895539,30989,913791021.0
2024-07-22,475.0,479.4,465.75,466.3,433580,9426,204275831.0
2024-07-19,471.55,479.35,469.5,474.3,1079015,21573,512044457.0
2024-07-18,464.95,470.8,462.5,470.1,637427,14076,298031839.0
2024-07-16,463.0,466.65,461.3,465.5,447713,6423,207911952.0
2024-07-15,459.0,466.2,457.2,462.8,522375,8219,241724293.0
2024-07-12,459.45,463.5,455.8,459.0,2050520,34803,941022465.0
2024-07-11,450.55,459.45,448.65,458.7,440466,9599,200709878.0
2024-07-10,453.55,455.4,446.35,451.3,1185608,27482,534324887.0
2024-07-09,447.1,454.95,444.0,452.75,855233,11733,385380052.0
2024-07-08,434.95,444.5,433.65,443.5,1786755,35517,785237681.0
2024-07-05,429.95,434.3,427.55,433.65,975761,21262,421607659.0
2024-07-04,430.0,431.35,427.1,428.9,645696,16764,277188116.0
2024-07-03,427.0,429.55,425.9,428.45,205516,5091,87936227.0
2024-07-02,429.55,430.65,422.4,425.35,751932,17953,320960889.0
2024-07-01,426.9,430.0,424.6,429.3,757113,20725,323489916.0
2024-06-28,426.8,427.9,423.5,424.9,789948,18533,336147783.0
2024-06-27,424.75,427.25,421.2,425.15,369926,7114,156783609.0
2024-06-26,423.95,426.3,421.95,423.9,287132,6264,121844904.0
2024-06-25,423.0,424.35,419.75,423.05,255407,5578,107786642.0
2024-06-24,420.85,423.8,420.05,423.25,567107,17860,239716065.0
2024-06-21,424.2,425.0,418.55,419.6,1965247,57629,827008835.0
2024-06-20,424.0,426.45,421.4,423.35,689248,20217,292021230.0
2024-06-19,431.15,431.15,423.0,423.7,838351,28798,356939974.0
2024-06-18,432.1,434.25,428.2,428.8,353263,7178,152320887.0
2024-06-14,430.5,431.45,429.0,431.1,546453,14978,235220091.0
2024-06-13,436.15,436.35,429.8,430.3,316966,5173,136790416.0
2024-06-12,431.95,434.1,430.15,432.25,379773,5710,164207732.0
2024-06-11,436.5,437.85,432.3,432.6,347088,7886,150752687.0
